91,0.3609478127398312
48,0.4920899816897724
41,0.49467788587956874
64,0.5468779069767442
65,0.5603991659219542
5,0.6037419768934531
98,0.6364208389715832
59,0.6668769939737682
21,0.6718785714285714
83,0.6833490737377407
42,0.6944481358434846
70,0.7045917602996254
46,0.7075065814215871
25,0.7107140158670193
18,0.7210655423533922
62,0.729170542635659
95,0.7297362296353762
82,0.7322927209030752
28,0.7334346978557504
68,0.7453486529318541
37,0.7631886409736308
16,0.7744997941539729
50,0.7809298464092984
9,0.7822286902286902
97,0.7851669449081803
58,0.7858228905597326
1,0.8087962166809974
30,0.8280193661971831
72,0.8309452296819788
2,0.837977728285078
47,0.8594152581087254
99,0.8625676295277396
40,0.8705506709856548
36,0.892438330170778
55,0.8966920877025739
10,0.9066313253012048
33,0.9208321096426824
90,0.926272772033481
77,0.9354848334162108
6,0.9458320764203118
56,0.9477380352644836
29,0.9525367088607595
26,0.9608069458631256
61,0.9692220504894384
0,0.9757572614107883
78,0.9772779220779221
51,0.9948492860920148
85,1.0028038379530917
96,1.015250944414463
81,1.0399447208402433
4,1.0652661381653454
17,1.078085959885387
39,1.0855510675129834
11,1.0899536500579374
69,1.0931202789076118
13,1.1066235294117648
8,1.1072748675691584
73,1.1218008348240907
52,1.1374002418379685
15,1.1757875
63,1.2013154533844188
34,1.209813504823151
76,1.2184326424870466
57,1.223185955786736
20,1.2659892328398386
32,1.2737034529451592
84,1.2850136612021859
22,1.3010096818810513
19,1.3323371104815864
66,1.333281360737066
44,1.333281360737066
38,1.3553746397694524
79,1.3612590448625181
94,1.3832794117647058
87,1.4360763358778625
67,1.4415785440613027
23,1.469734375
43,1.4720344287949922
92,1.4824743892829
7,1.4824743892829
45,1.4942494042891183
12,1.5038049560351718
31,1.5074198717948717
54,1.5496375617792422
89,1.5664113238967527
49,1.5677166666666666
3,1.6502280701754386
80,1.6560387323943662
93,1.7747735849056603
60,1.798527724665392
86,1.8479960707269156
71,1.8479960707269156
14,1.8681827209533266
24,2.195169194865811
75,2.2693124246079615
35,2.573543091655267
53,2.967287066246057
27,3.6743359375
88,3.688745098039216
74,7.235615384615385
